ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
244774_at	8.18e-01	6.59e-01	-0.445367	-6.2858945	-0.2381075	PHACTR2	phosphatase and actin regulator 2
239749_at	8.18e-01	6.59e-01	0.445365	-6.2858955	0.0621994	FAF1	Fas associated factor 1
235141_at	8.18e-01	6.59e-01	-0.445358	-6.2858987	-0.0893578	MARVELD2	MARVEL domain containing 2
229158_at	8.18e-01	6.59e-01	0.44516	-6.2859865	0.1492365	WNK4	WNK lysine deficient protein kinase 4
242459_at	8.18e-01	6.59e-01	0.445026	-6.2860458	0.1219313		
228423_at	8.18e-01	6.59e-01	-0.445023	-6.2860472	-0.1074551	MAP9	microtubule associated protein 9
224081_at	8.18e-01	6.59e-01	-0.445023	-6.2860474	-0.1818932		
227950_at	8.18e-01	6.59e-01	-0.444937	-6.2860856	-0.0689124	UBE2H	ubiquitin conjugating enzyme E2 H
237097_at	8.18e-01	6.60e-01	0.444897	-6.2861032	0.1154478	EHD4	EH domain containing 4
224236_s_at	8.18e-01	6.60e-01	0.4448	-6.2861464	0.18288		
239963_at	8.18e-01	6.60e-01	0.444653	-6.2862115	0.1692013		
238077_at	8.19e-01	6.60e-01	0.444473	-6.2862911	0.1312903	KCTD6	potassium channel tetramerization domain containing 6
240442_at	8.19e-01	6.60e-01	-0.444321	-6.2863584	-0.1912405		
244806_at	8.19e-01	6.60e-01	-0.444287	-6.2863735	-0.1779573		
240094_at	8.19e-01	6.60e-01	0.444166	-6.2864272	0.209288		
237226_at	8.19e-01	6.60e-01	0.444029	-6.2864877	0.0730731		
238598_s_at	8.19e-01	6.60e-01	-0.444024	-6.2864899	-0.1734011		
224361_s_at	8.19e-01	6.60e-01	0.443718	-6.2866257	0.1607401	IL17RB	interleukin 17 receptor B
230524_at	8.19e-01	6.60e-01	-0.443694	-6.2866361	-0.1304593	MPI	mannose phosphate isomerase
225033_at	8.19e-01	6.60e-01	0.443675	-6.2866447	0.073256	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
228339_at	8.19e-01	6.60e-01	-0.443606	-6.2866749	-0.1554565	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
240809_at	8.19e-01	6.61e-01	-0.44345	-6.2867442	-0.1675586	ZNF295-AS1	ZNF295 antisense RNA 1
223406_x_at	8.19e-01	6.61e-01	0.443392	-6.2867698	0.053948	FAM192A	family with sequence similarity 192 member A
226259_at	8.19e-01	6.61e-01	0.443193	-6.2868578	0.0717672	EXOC6	exocyst complex component 6
228993_s_at	8.20e-01	6.61e-01	-0.442757	-6.2870502	-0.1239208	BBIP1	BBSome interacting protein 1
241608_at	8.20e-01	6.61e-01	0.442689	-6.2870805	0.1917296		
232113_at	8.20e-01	6.61e-01	0.442671	-6.2870882	0.0785485		
230981_at	8.20e-01	6.61e-01	0.442621	-6.2871103	0.0702138	CATSPER3	cation channel sperm associated 3
242311_x_at	8.20e-01	6.61e-01	-0.442464	-6.2871797	-0.0666355		
239854_at	8.20e-01	6.61e-01	0.442287	-6.2872576	0.2217225	SYCE3	synaptonemal complex central element protein 3
228100_at	8.20e-01	6.61e-01	0.442282	-6.2872601	0.1825777	PIFO	primary cilia formation
226946_at	8.20e-01	6.61e-01	0.442222	-6.2872864	0.1000241	NADK2	NAD kinase 2, mitochondrial
240539_at	8.20e-01	6.61e-01	-0.442157	-6.2873149	-0.0819217		
238094_at	8.20e-01	6.62e-01	-0.442053	-6.2873611	-0.1065262	LOC101928728	uncharacterized LOC101928728
235287_at	8.20e-01	6.62e-01	-0.442018	-6.2873766	-0.1437883	CDK6	cyclin dependent kinase 6
237679_at	8.20e-01	6.62e-01	0.442	-6.2873843	0.1207264	TRIM66	tripartite motif containing 66
236373_at	8.20e-01	6.62e-01	0.441868	-6.2874425	0.1190191		
240194_at	8.20e-01	6.62e-01	-0.441794	-6.2874752	-0.1203707	LOC441204	uncharacterized LOC441204
236935_at	8.20e-01	6.62e-01	0.441733	-6.287502	0.0862366	PTPN4	protein tyrosine phosphatase, non-receptor type 4
226138_s_at	8.20e-01	6.62e-01	-0.441417	-6.287641	-0.1478964		
224795_x_at	8.20e-01	6.62e-01	0.441344	-6.2876733	0.2524692	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
235029_at	8.20e-01	6.62e-01	-0.441335	-6.2876772	-0.1725525	GINS4	GINS complex subunit 4
226230_at	8.20e-01	6.62e-01	0.441155	-6.2877565	0.0986103	PPP4R3B	protein phosphatase 4 regulatory subunit 3B
244887_at	8.20e-01	6.62e-01	0.440768	-6.2879265	0.2390589		
242086_at	8.20e-01	6.62e-01	0.440754	-6.2879328	0.1456251	SPATA6	spermatogenesis associated 6
242527_at	8.21e-01	6.63e-01	-0.440426	-6.2880768	-0.167704		
226489_at	8.21e-01	6.63e-01	-0.440362	-6.288105	-0.0647917	TMCC3	transmembrane and coiled-coil domain family 3
241133_at	8.21e-01	6.63e-01	-0.44019	-6.2881806	-0.1562621	TRBV27	T cell receptor beta variable 27
235356_at	8.21e-01	6.63e-01	0.440132	-6.288206	0.0939639	NHLRC2	NHL repeat containing 2
231357_at	8.21e-01	6.63e-01	-0.440057	-6.2882391	-0.2059118	CLEC12B	C-type lectin domain family 12 member B
238443_at	8.21e-01	6.63e-01	-0.439728	-6.2883832	-0.1550193	TFAM	transcription factor A, mitochondrial
225483_at	8.21e-01	6.63e-01	-0.439705	-6.2883935	-0.0499298	VPS26B	VPS26, retromer complex component B
234785_at	8.21e-01	6.63e-01	-0.439334	-6.2885561	-0.152184		
227590_at	8.21e-01	6.64e-01	-0.439184	-6.2886217	-0.0628812	CDPF1	cysteine rich DPF motif domain containing 1
229455_at	8.21e-01	6.64e-01	0.439108	-6.288655	0.0692015	LOC102723694	uncharacterized LOC102723694
237395_at	8.22e-01	6.64e-01	0.438921	-6.2887367	0.086966	CYP4Z1	cytochrome P450 family 4 subfamily Z member 1
226827_at	8.22e-01	6.64e-01	0.438798	-6.2887907	0.1593208	TMEM165	transmembrane protein 165
233071_at	8.22e-01	6.64e-01	0.438798	-6.2887908	0.2299185	RSPH4A	radial spoke head 4 homolog A
226457_at	8.22e-01	6.64e-01	0.438794	-6.2887923	0.0564156		
235952_at	8.22e-01	6.64e-01	-0.438734	-6.2888188	-0.2165294	DGKH	diacylglycerol kinase eta
244107_at	8.22e-01	6.64e-01	0.438426	-6.2889533	0.166426	DSC3	desmocollin 3
243082_at	8.22e-01	6.64e-01	-0.438379	-6.2889742	-0.230048		
236182_at	8.22e-01	6.64e-01	-0.438174	-6.2890638	-0.1780839	FAM185A	family with sequence similarity 185 member A
225649_s_at	8.22e-01	6.64e-01	0.438156	-6.2890717	0.0768557	STK35	serine/threonine kinase 35
230424_at	8.22e-01	6.64e-01	0.43811	-6.2890916	0.0813601	NREP	neuronal regeneration related protein
244867_at	8.22e-01	6.64e-01	-0.437995	-6.2891418	-0.1941374		
225214_at	8.22e-01	6.65e-01	0.437934	-6.2891686	0.087486	LOC100129034	uncharacterized LOC100129034
224655_at	8.22e-01	6.65e-01	0.437929	-6.2891706	0.0966668	AK3	adenylate kinase 3
236821_at	8.22e-01	6.65e-01	-0.437725	-6.2892597	-0.1987204		
227272_at	8.22e-01	6.65e-01	0.437413	-6.2893958	0.076577	C15orf52	chromosome 15 open reading frame 52
242214_at	8.22e-01	6.65e-01	0.437331	-6.2894315	0.1095245	RPS27A	ribosomal protein S27a
234044_at	8.22e-01	6.65e-01	-0.43732	-6.2894366	-0.0781047		
235266_at	8.23e-01	6.65e-01	-0.436843	-6.2896444	-0.1892966	ATAD2	ATPase family, AAA domain containing 2
241640_at	8.23e-01	6.65e-01	0.43683	-6.2896503	0.0733434	BCAP29	B-cell receptor-associated protein 29
229080_at	8.23e-01	6.65e-01	0.436816	-6.2896563	0.1829388	COL26A1	collagen type XXVI alpha 1 chain
237674_at	8.23e-01	6.66e-01	-0.436383	-6.2898448	-0.123197		
228326_at	8.23e-01	6.66e-01	-0.43637	-6.2898504	-0.160772	WDR27	WD repeat domain 27
234831_at	8.23e-01	6.66e-01	0.436353	-6.2898578	0.1438817	LOC101929164	uncharacterized LOC101929164
224210_s_at	8.23e-01	6.66e-01	-0.436335	-6.2898655	-0.1443539	PXMP4	peroxisomal membrane protein 4
241063_at	8.23e-01	6.66e-01	-0.43618	-6.2899331	-0.1698654		
242053_at	8.23e-01	6.66e-01	0.43603	-6.2899985	0.0787242		
229515_at	8.23e-01	6.66e-01	-0.4359	-6.2900547	-0.0947474	PAWR	pro-apoptotic WT1 regulator
238917_s_at	8.23e-01	6.66e-01	0.435687	-6.2901473	0.0858331	DENND5B	DENN domain containing 5B
229055_at	8.23e-01	6.66e-01	-0.435641	-6.2901673	-0.0924672	GPR68	G protein-coupled receptor 68
243959_at	8.23e-01	6.66e-01	-0.435613	-6.2901798	-0.1187532		
239991_at	8.23e-01	6.66e-01	-0.435603	-6.2901841	-0.0811823		
231856_at	8.23e-01	6.66e-01	0.435567	-6.2901995	0.1142989	ARFGEF3	ARFGEF family member 3
228004_at	8.23e-01	6.66e-01	0.43547	-6.2902419	0.1159114	LINC00261	long intergenic non-protein coding RNA 261
227388_at	8.23e-01	6.66e-01	-0.435349	-6.2902943	-0.0654828	TUSC1	tumor suppressor candidate 1
237782_at	8.23e-01	6.66e-01	0.435292	-6.290319	0.0895484		
224885_s_at	8.23e-01	6.67e-01	0.43509	-6.2904069	0.0742817	KRTCAP2	keratinocyte associated protein 2
227784_s_at	8.23e-01	6.67e-01	0.434892	-6.2904925	0.0718562	COG1	component of oligomeric golgi complex 1
241369_at	8.24e-01	6.67e-01	-0.434565	-6.2906343	-0.1611945	ADAMTS9-AS1	ADAMTS9 antisense RNA 1
243413_at	8.24e-01	6.67e-01	-0.434558	-6.2906376	-0.1072902	TTC30B	tetratricopeptide repeat domain 30B
237199_at	8.24e-01	6.67e-01	0.434542	-6.2906445	0.155704		
231931_at	8.24e-01	6.67e-01	-0.434392	-6.2907096	-0.1527521	PRDM15	PR/SET domain 15
238920_at	8.24e-01	6.67e-01	0.434357	-6.2907245	0.12196		
237356_at	8.24e-01	6.67e-01	0.434341	-6.2907313	0.0909869		
228348_at	8.24e-01	6.67e-01	-0.434269	-6.2907629	-0.0969466	LINS1	lines homolog 1
223969_s_at	8.24e-01	6.67e-01	-0.434201	-6.290792	-0.1241699	RETNLB	resistin like beta
233704_at	8.24e-01	6.67e-01	0.43418	-6.2908012	0.1208183		
223303_at	8.24e-01	6.67e-01	0.43415	-6.2908141	0.1171894	FERMT3	fermitin family member 3
236202_at	8.24e-01	6.67e-01	-0.434101	-6.2908354	-0.1289252		
223652_at	8.24e-01	6.67e-01	-0.434035	-6.2908641	-0.0755772	AS3MT	arsenite methyltransferase
242697_at	8.24e-01	6.67e-01	-0.43399	-6.2908834	-0.0886082	ZNF540	zinc finger protein 540
239404_at	8.24e-01	6.67e-01	0.43396	-6.2908967	0.1666017		
228226_s_at	8.24e-01	6.67e-01	-0.433885	-6.2909292	-0.0598075	ZNF775	zinc finger protein 775
244479_at	8.24e-01	6.68e-01	-0.433735	-6.2909941	-0.1409469		
228233_at	8.24e-01	6.68e-01	0.433645	-6.2910327	0.130917	FREM1	FRAS1 related extracellular matrix 1
231701_s_at	8.24e-01	6.68e-01	-0.433485	-6.2911019	-0.1663704	SHMT1	serine hydroxymethyltransferase 1
227475_at	8.24e-01	6.68e-01	-0.433448	-6.291118	-0.0784727	FOXQ1	forkhead box Q1
234208_at	8.24e-01	6.68e-01	-0.433446	-6.2911187	-0.0620376		
232654_s_at	8.24e-01	6.68e-01	-0.433391	-6.2911427	-0.0687951	UGT1A6	UDP glucuronosyltransferase family 1 member A6
233415_at	8.24e-01	6.68e-01	0.43335	-6.2911603	0.1820732		
233026_s_at	8.24e-01	6.68e-01	0.433295	-6.291184	0.1526978	PDZD2	PDZ domain containing 2
227505_at	8.24e-01	6.68e-01	0.433105	-6.2912663	0.0957947	MED28	mediator complex subunit 28
241441_at	8.24e-01	6.68e-01	-0.43297	-6.2913246	-0.1159273		
242456_at	8.24e-01	6.68e-01	-0.432949	-6.2913336	-0.1646828	MRE11A	MRE11 homolog A, double strand break repair nuclease
241136_at	8.24e-01	6.68e-01	-0.432895	-6.2913572	-0.2230148		
239450_at	8.24e-01	6.68e-01	-0.432846	-6.291378	-0.1047869	NDUFV2-AS1	NDUFV2 antisense RNA 1
239187_at	8.24e-01	6.68e-01	-0.432817	-6.2913908	-0.2081905	DCAF16	DDB1 and CUL4 associated factor 16
237673_at	8.24e-01	6.68e-01	0.432547	-6.2915071	0.2118449		
225779_at	8.24e-01	6.68e-01	0.432545	-6.291508	0.0570029	SLC27A4	solute carrier family 27 member 4
237950_s_at	8.24e-01	6.68e-01	-0.432503	-6.2915261	-0.2238094		
232164_s_at	8.24e-01	6.69e-01	0.432328	-6.2916016	0.149667	EPPK1	epiplakin 1
239632_at	8.24e-01	6.69e-01	-0.432268	-6.2916274	-0.1283621		
225777_at	8.24e-01	6.69e-01	-0.432013	-6.2917375	-0.0853441	SAPCD2	suppressor APC domain containing 2
227513_s_at	8.24e-01	6.69e-01	-0.43197	-6.291756	-0.0904181	LRRFIP1	LRR binding FLII interacting protein 1
228513_at	8.24e-01	6.69e-01	-0.431961	-6.2917598	-0.0891409	TMEM219	transmembrane protein 219
237540_at	8.24e-01	6.69e-01	-0.431912	-6.2917809	-0.1818619	LINC00644	long intergenic non-protein coding RNA 644
237135_at	8.24e-01	6.69e-01	0.431904	-6.2917846	0.1537135		
226862_at	8.24e-01	6.69e-01	-0.431895	-6.2917886	-0.0767626	MBD1	methyl-CpG binding domain protein 1
230943_at	8.24e-01	6.69e-01	-0.431873	-6.2917977	-0.0749821	SOX17	SRY-box 17
234818_at	8.24e-01	6.69e-01	-0.43178	-6.291838	-0.1288985	TMEM108	transmembrane protein 108
235612_at	8.24e-01	6.69e-01	0.431706	-6.2918698	0.0798336	PRPF38A	pre-mRNA processing factor 38A
241113_at	8.24e-01	6.69e-01	-0.431694	-6.291875	-0.1775958		
223109_at	8.24e-01	6.69e-01	0.431667	-6.2918865	0.117352	TRUB2	TruB pseudouridine synthase family member 2
230920_at	8.25e-01	6.69e-01	-0.431061	-6.2921474	-0.106507	TRABD2B	TraB domain containing 2B
224167_at	8.25e-01	6.69e-01	0.431048	-6.292153	0.1664448	SPZ1	spermatogenic leucine zipper 1
228315_at	8.25e-01	6.70e-01	0.43078	-6.2922683	0.1343292	ZMAT3	zinc finger matrin-type 3
234970_at	8.25e-01	6.70e-01	-0.430707	-6.2922997	-0.2433508	TC2N	tandem C2 domains, nuclear
241358_at	8.25e-01	6.70e-01	0.430621	-6.2923364	0.0749134	WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2
228048_at	8.25e-01	6.70e-01	-0.430552	-6.2923663	-0.1773489	ZNF503-AS2	ZNF503 antisense RNA 2
240764_at	8.25e-01	6.70e-01	0.430322	-6.2924649	0.0911969		
227556_at	8.25e-01	6.70e-01	-0.430084	-6.2925671	-0.1442817	NME7	NME/NM23 family member 7
231622_at	8.25e-01	6.70e-01	0.429997	-6.2926044	0.0726415	ASB17	ankyrin repeat and SOCS box containing 17
234013_at	8.25e-01	6.70e-01	-0.429929	-6.2926336	-0.0751082	YME1L1	YME1 like 1 ATPase
238847_at	8.25e-01	6.70e-01	-0.429905	-6.2926439	-0.1084581	HOXD10	homeobox D10
229540_at	8.25e-01	6.70e-01	-0.429718	-6.2927239	-0.1444273	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
242486_at	8.25e-01	6.70e-01	0.429673	-6.2927433	0.0994991		
240150_at	8.25e-01	6.70e-01	-0.429644	-6.2927559	-0.0933841		
230784_at	8.25e-01	6.70e-01	0.42961	-6.2927704	0.1254405	PRAC1	prostate cancer susceptibility candidate 1
222688_at	8.26e-01	6.71e-01	-0.429285	-6.2929097	-0.1154606	ACER3	alkaline ceramidase 3
232758_s_at	8.26e-01	6.71e-01	0.429264	-6.2929184	0.0497513	LOC101928291	uncharacterized LOC101928291
238179_at	8.26e-01	6.71e-01	-0.429088	-6.2929938	-0.1534753	LOC101930112///SPG7	uncharacterized LOC101930112///SPG7, paraplegin matrix AAA peptidase subunit
231535_x_at	8.26e-01	6.71e-01	0.429075	-6.2929994	0.0903236	ROPN1	rhophilin associated tail protein 1
226346_at	8.26e-01	6.71e-01	-0.428854	-6.2930941	-0.1174901	MEX3A	mex-3 RNA binding family member A
230133_at	8.26e-01	6.71e-01	-0.428723	-6.29315	-0.1577328	RC3H2	ring finger and CCCH-type domains 2
237451_x_at	8.26e-01	6.71e-01	0.42868	-6.2931685	0.1843739		
243972_at	8.26e-01	6.71e-01	-0.428323	-6.2933212	-0.1741528	BTF3L4	basic transcription factor 3 like 4
229500_at	8.26e-01	6.71e-01	0.428292	-6.2933343	0.0698893	SLC30A9	solute carrier family 30 member 9
234915_s_at	8.26e-01	6.71e-01	-0.428261	-6.2933478	-0.0621386	DENR	density regulated re-initiation and release factor
242255_at	8.26e-01	6.71e-01	0.428242	-6.2933557	0.072897	WDR37	WD repeat domain 37
234135_x_at	8.26e-01	6.71e-01	0.428225	-6.293363	0.086142		
223021_x_at	8.26e-01	6.72e-01	0.428124	-6.293406	0.068181	VTA1	vesicle trafficking 1
AFFX-r2-Bs-phe-M_at	8.26e-01	6.72e-01	0.428115	-6.2934098	0.217612		
240189_at	8.26e-01	6.72e-01	0.42789	-6.2935062	0.0709604	ACOXL	acyl-CoA oxidase-like
241206_at	8.26e-01	6.72e-01	0.427804	-6.2935427	0.1085191		
225394_s_at	8.26e-01	6.72e-01	0.42776	-6.2935617	0.0786529	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1
237709_at	8.27e-01	6.72e-01	-0.427525	-6.293662	-0.1711654	LOC100507513	uncharacterized LOC100507513
242427_at	8.27e-01	6.72e-01	0.427474	-6.2936834	0.2047471	WAC	WW domain containing adaptor with coiled-coil
234174_at	8.27e-01	6.72e-01	-0.427392	-6.2937186	-0.1488256		
223701_s_at	8.27e-01	6.72e-01	-0.427251	-6.2937784	-0.075153	USP47	ubiquitin specific peptidase 47
237220_at	8.27e-01	6.72e-01	-0.427208	-6.2937968	-0.0991832		
241877_at	8.27e-01	6.72e-01	0.426935	-6.2939131	0.107391		
244622_at	8.27e-01	6.73e-01	0.426722	-6.2940038	0.1530077	BRWD1	bromodomain and WD repeat domain containing 1
229934_at	8.27e-01	6.73e-01	0.426701	-6.2940131	0.0856324		
228886_at	8.27e-01	6.73e-01	-0.426632	-6.2940423	-0.0702721	LRRC27	leucine rich repeat containing 27
234053_at	8.27e-01	6.73e-01	0.42654	-6.2940814	0.1673279		
231580_at	8.27e-01	6.73e-01	-0.426446	-6.2941216	-0.1015755	LINC01082	long intergenic non-protein coding RNA 1082
237871_x_at	8.27e-01	6.73e-01	-0.426353	-6.2941609	-0.0817728	LOC100996902	uncharacterized LOC100996902
233904_at	8.27e-01	6.73e-01	0.426216	-6.2942192	0.1969445		
227122_at	8.27e-01	6.73e-01	0.426206	-6.2942236	0.0732263	ZNF791	zinc finger protein 791
230276_at	8.27e-01	6.73e-01	0.426195	-6.294228	0.110932	FAM49A	family with sequence similarity 49 member A
238329_at	8.27e-01	6.73e-01	0.426174	-6.294237	0.114011		
241600_at	8.27e-01	6.73e-01	0.426097	-6.2942698	0.1056036	WIPF3	WAS/WASL interacting protein family member 3
243910_x_at	8.27e-01	6.73e-01	0.425954	-6.2943308	0.1032025	CAND1	cullin associated and neddylation dissociated 1
241149_at	8.27e-01	6.73e-01	-0.425879	-6.2943626	-0.1426766		
232845_at	8.27e-01	6.73e-01	-0.425742	-6.2944206	-0.1462865	LOC100653137///CDH23	cadherin-23-like///cadherin-related 23
241106_at	8.27e-01	6.73e-01	-0.425698	-6.2944396	-0.1366292		
243737_at	8.27e-01	6.73e-01	0.425573	-6.2944925	0.0965996	ATP1B4	ATPase Na+/K+ transporting family member beta 4
222837_s_at	8.27e-01	6.74e-01	0.425344	-6.2945898	0.1288936	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
242091_at	8.27e-01	6.74e-01	0.425331	-6.2945953	0.0742956	ZNF720	zinc finger protein 720
231736_x_at	8.27e-01	6.74e-01	0.425264	-6.2946235	0.1488558	MGST1	microsomal glutathione S-transferase 1
238806_at	8.28e-01	6.74e-01	-0.425118	-6.2946854	-0.0617201		
230054_at	8.28e-01	6.74e-01	-0.424982	-6.2947432	-0.0843323	LOC100507547///PRRT1	uncharacterized LOC100507547///proline rich transmembrane protein 1
244372_at	8.28e-01	6.74e-01	-0.424975	-6.2947463	-0.1061673	LOC101060019	uncharacterized LOC101060019
230390_at	8.28e-01	6.74e-01	-0.42497	-6.2947485	-0.0958195	LOC101928222	uncharacterized LOC101928222
233699_at	8.28e-01	6.74e-01	-0.424848	-6.2948003	-0.1507904		
230166_at	8.28e-01	6.74e-01	0.424812	-6.2948156	0.1465128	KIAA1958	KIAA1958
234166_at	8.28e-01	6.74e-01	-0.424684	-6.2948695	-0.1745903	UBE3A	ubiquitin protein ligase E3A
226445_s_at	8.28e-01	6.74e-01	-0.424639	-6.2948887	-0.0573868	TRIM41	tripartite motif containing 41
229305_at	8.28e-01	6.74e-01	-0.424517	-6.2949403	-0.1114592	CENPU	centromere protein U
230864_at	8.28e-01	6.74e-01	-0.424308	-6.295029	-0.1544105	NIM1K	NIM1 serine/threonine protein kinase
243136_at	8.28e-01	6.74e-01	-0.424237	-6.2950589	-0.0890777	GINS2	GINS complex subunit 2
224451_x_at	8.28e-01	6.74e-01	-0.424151	-6.2950952	-0.1390071	ARHGAP9	Rho GTPase activating protein 9
230422_at	8.28e-01	6.75e-01	-0.423907	-6.2951986	-0.0889656	FPR3	formyl peptide receptor 3
232488_at	8.28e-01	6.75e-01	0.423774	-6.2952546	0.1275252	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase
243969_at	8.28e-01	6.75e-01	-0.423717	-6.2952791	-0.1285451	SLC24A4	solute carrier family 24 member 4
235069_at	8.28e-01	6.75e-01	-0.423657	-6.2953045	-0.0795771	TATDN3	TatD DNase domain containing 3
223329_x_at	8.28e-01	6.75e-01	-0.423496	-6.2953721	-0.067272	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
235306_at	8.28e-01	6.75e-01	-0.423439	-6.2953962	-0.0727725	GIMAP8	GTPase, IMAP family member 8
238560_at	8.28e-01	6.75e-01	-0.423338	-6.295439	-0.0662498	CALCOCO2	calcium binding and coiled-coil domain 2
243510_at	8.28e-01	6.75e-01	0.423292	-6.2954586	0.1771777		
229143_at	8.28e-01	6.75e-01	0.423192	-6.2955006	0.1650487	CNOT3	CCR4-NOT transcription complex subunit 3
242525_at	8.28e-01	6.75e-01	-0.422998	-6.2955826	-0.0884211	SLC2A5	solute carrier family 2 member 5
222750_s_at	8.29e-01	6.75e-01	0.422873	-6.2956352	0.0935313	SRD5A3	steroid 5 alpha-reductase 3
243371_at	8.29e-01	6.75e-01	-0.422759	-6.2956833	-0.059449		
230347_at	8.29e-01	6.75e-01	0.4227	-6.2957084	0.0891174	ORAI2	ORAI calcium release-activated calcium modulator 2
231106_at	8.29e-01	6.76e-01	0.422467	-6.2958065	0.0505055	BMS1P6	BMS1, ribosome biogenesis factor pseudogene 6
243107_at	8.29e-01	6.76e-01	0.42205	-6.2959824	0.1399152		
244258_at	8.29e-01	6.76e-01	-0.422036	-6.2959883	-0.0789321		
222678_s_at	8.29e-01	6.76e-01	-0.421993	-6.2960064	-0.1617725	DCUN1D1	defective in cullin neddylation 1 domain containing 1
241956_at	8.29e-01	6.76e-01	-0.421908	-6.2960419	-0.0986135		
229985_at	8.29e-01	6.76e-01	-0.421883	-6.2960525	-0.0881277	BTNL9	butyrophilin like 9
236687_at	8.29e-01	6.76e-01	0.421709	-6.2961259	0.1660984		
242587_at	8.29e-01	6.76e-01	-0.421692	-6.2961332	-0.1395992	SLC9A9	solute carrier family 9 member A9
236131_at	8.29e-01	6.76e-01	-0.42153	-6.2962011	-0.1020911		
233507_at	8.29e-01	6.76e-01	-0.421512	-6.2962089	-0.0918643		
236996_at	8.29e-01	6.76e-01	-0.421327	-6.2962865	-0.0973516		
231518_at	8.29e-01	6.77e-01	-0.421216	-6.296333	-0.0679765	LINC00922	long intergenic non-protein coding RNA 922
239872_at	8.29e-01	6.77e-01	-0.421212	-6.2963349	-0.1701401		
239244_at	8.29e-01	6.77e-01	-0.421172	-6.2963515	-0.1488043	LOC100507616	uncharacterized LOC100507616
225655_at	8.29e-01	6.77e-01	0.421019	-6.2964161	0.2012984	UHRF1	ubiquitin like with PHD and ring finger domains 1
242163_at	8.29e-01	6.77e-01	-0.420952	-6.2964442	-0.2382373	THRAP3	thyroid hormone receptor associated protein 3
228753_at	8.29e-01	6.77e-01	0.420913	-6.2964607	0.1560033	LOC101927974	uncharacterized LOC101927974
242446_at	8.29e-01	6.77e-01	-0.420847	-6.2964884	-0.1335284	C6orf163	chromosome 6 open reading frame 163
234747_at	8.30e-01	6.77e-01	0.420529	-6.2966216	0.1532966	TRAPPC11	trafficking protein particle complex 11
244368_x_at	8.30e-01	6.77e-01	0.420444	-6.2966573	0.1486772	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
243327_at	8.30e-01	6.77e-01	0.42029	-6.2967219	0.1350667		
242712_x_at	8.30e-01	6.77e-01	-0.420278	-6.2967272	-0.0994545	RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2	RANBP2-like and GRIP domain containing 2///RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 1///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5///RAN binding protein 2
228859_at	8.30e-01	6.77e-01	0.420248	-6.2967396	0.1978763	ZGRF1	zinc finger GRF-type containing 1
244303_at	8.30e-01	6.77e-01	0.420154	-6.2967791	0.1524218		
243555_at	8.30e-01	6.77e-01	-0.420083	-6.2968087	-0.1999675		
232658_at	8.30e-01	6.77e-01	0.420041	-6.2968265	0.057542		
